,model_type,direction,step,n_features,ap,roc_auc,precision,recall,f1,features
95,xgb,backward,26,22,0.12750852036251942,0.7112982035005706,0.15696465696465697,0.2556072788827761,0.19449364031556915,"['gender_F', 'Linux', 'iPad', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_Add to Playlist', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'history_actions', 'history_songs', 'history_status', 'history_Add Friend', 'history_Add to Playlist', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_status_rate', 'trend_thumbs_down', 'trend_downgrade', 'trend_Roll Advert']"
96,xgb,backward,27,21,0.12799404649580237,0.7116052660804293,0.15287588294651866,0.256453660600931,0.19155998103366526,"['gender_F', 'Linux', 'iPad', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_Add to Playlist', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'history_actions', 'history_songs', 'history_status', 'history_Add to Playlist', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_status_rate', 'trend_thumbs_down', 'trend_downgrade', 'trend_Roll Advert']"
97,xgb,backward,28,20,0.12759319652993195,0.7120140666059465,0.15878969742435609,0.26872619551417687,0.19962276013832128,"['gender_F', 'Linux', 'iPad', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_Add to Playlist', 'recent_Submit Upgrade', 'recent_Thumbs Up', 'history_actions', 'history_songs', 'history_status', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_status_rate', 'trend_thumbs_down', 'trend_downgrade', 'trend_Roll Advert']"
98,xgb,backward,29,19,0.12718606118014958,0.7131824238037986,0.15262242107879692,0.25983918747355056,0.19229564672721577,"['gender_F', 'Linux', 'iPad', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_Add to Playlist', 'recent_Thumbs Up', 'history_actions', 'history_songs', 'history_status', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_status_rate', 'trend_thumbs_down', 'trend_downgrade', 'trend_Roll Advert']"
99,xgb,backward,30,18,0.12677856682537447,0.7119724984346066,0.15311244979919678,0.2581464240372408,0.1922167953363794,"['Linux', 'iPad', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_Add to Playlist', 'recent_Thumbs Up', 'history_actions', 'history_songs', 'history_status', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_status_rate', 'trend_thumbs_down', 'trend_downgrade', 'trend_Roll Advert']"
100,xgb,backward,31,17,0.1272744220292579,0.7105850630094172,0.15641088502083844,0.26999576809140924,0.19807513194660042,"['Linux', 'iPad', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_Thumbs Up', 'history_actions', 'history_songs', 'history_status', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_status_rate', 'trend_thumbs_down', 'trend_downgrade', 'trend_Roll Advert']"
101,xgb,backward,32,16,0.12766191601905147,0.7108171922197698,0.15615763546798028,0.26830300465509943,0.19741553791063365,"['Linux', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_Thumbs Up', 'history_actions', 'history_songs', 'history_status', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_status_rate', 'trend_thumbs_down', 'trend_downgrade', 'trend_Roll Advert']"
102,xgb,backward,33,15,0.1259981572583188,0.7095055859919916,0.15244789142026174,0.26618705035971224,0.19386654338110648,"['Linux', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_Thumbs Up', 'history_actions', 'history_songs', 'history_status', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_status_rate', 'trend_thumbs_down', 'trend_Roll Advert']"
103,xgb,backward,34,14,0.12676091492242603,0.7093909507592822,0.15325301204819278,0.26914938637325436,0.19530170428374022,"['Linux', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_Thumbs Up', 'history_actions', 'history_songs', 'history_status', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_thumbs_down', 'trend_Roll Advert']"
104,xgb,backward,35,13,0.12696189071696126,0.7103095388414074,0.15412272291466922,0.27211172238679643,0.19678653404743687,"['Linux', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_Thumbs Up', 'history_actions', 'history_status', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_thumbs_down', 'trend_Roll Advert']"
105,xgb,backward,36,12,0.12674691657376358,0.7071785763985969,0.15155159971133028,0.2666102412187897,0.19325153374233128,"['Linux', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_Thumbs Up', 'history_status', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_thumbs_down', 'trend_Roll Advert']"
106,xgb,backward,37,11,0.1282144974996273,0.7062906660309216,0.15486194477791115,0.27295810410495136,0.19761029411764705,"['Linux', 'days_since_last_action', 'recent_actions', 'recent_sessions', 'recent_Thumbs Up', 'history_status', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_thumbs_down']"
107,xgb,backward,38,10,0.12651860210605093,0.7050187397097807,0.1513526119402985,0.2746508675412611,0.19515862276349422,"['Linux', 'days_since_last_action', 'recent_sessions', 'recent_Thumbs Up', 'history_status', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_thumbs_down']"
108,xgb,backward,39,9,0.12449475363736841,0.7014775144341369,0.15083025830258304,0.2767668218366483,0.19525302283922974,"['Linux', 'days_since_last_action', 'recent_sessions', 'recent_Thumbs Up', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_thumbs_down']"
109,xgb,backward,40,8,0.12441587407825577,0.7028142345824614,0.15173508732138807,0.28311468472281,0.1975782634376846,"['Linux', 'days_since_last_action', 'recent_sessions', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_thumbs_down']"
110,xgb,backward,41,7,0.1248963304691794,0.7039792939040536,0.15063601874581567,0.28565382987727467,0.1972530683810637,"['days_since_last_action', 'recent_sessions', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_thumbs_down']"
111,xgb,backward,42,6,0.12284077915516257,0.7017337387803593,0.14894091415830546,0.28269149386373255,0.19509345794392524,"['days_since_last_action', 'history_Downgrade', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_thumbs_down']"
112,xgb,backward,43,5,0.12038891863921136,0.6953054402091741,0.14205312922107158,0.2670334320778671,0.1854518736223365,"['days_since_last_action', 'history_Roll Advert', 'history_Thumbs Down', 'history_Thumbs Up', 'trend_thumbs_down']"
